seq_no|Company|Supplier Invoice Document|Invoice Date|Invoice Line Amount|Invoice Created Date|Purchase Orders|Purchase Order Line|Item|Unit of Measure|Distribution Quantity|Line Description|Unit Cost|Supplier|Supplier ID|Ledger Account|Spend Category|Cost Center|Cost Center ID|Payment Status|Payment Date|FY25?|Check Number|Freight Amount|Other Charges|Invoice Status|Supplier Invoice Line Distribution|Invoice Total Amount|Derived Invoice Line Amount|CCHS_Description|UMass_Description 
14879699|C100 UMass Memorial Medical Center, Inc.|Supplier Invoice: SINV-420669|10/3/2024|221.9|10/3/2024|PO-184337|PO-184337 - Line 2|ITM-443502 - DRESSING FOAM ANTIMICROBIAL EXUDING WOUND SELF ADHERENT WATERPROOF STERILE LATEX FREE 4INX10IN MEPILEX BORDER AG|Box|2.0|ITM-443502 - DRESSING FOAM ANTIMICROBIAL EXUDING WOUND SELF ADHERENT WATERPROOF STERILE LATEX FREE 4INX10IN MEPILEX BORDER AG|110.95|Medline Industries Inc|2767|8300:Medical and Surgical supplies|Medical Surgical Supplies|10020 - 2110 Operating Room|CC100202110|Paid|10/28/2024|Yes|1054775.0|0|0|Approved|Supplier Invoice: SINV-420669 - ITM-443502 - DRESSING FOAM ANTIMICROBIAL EXUDING WOUND SELF ADHERENT WATERPROOF STERILE LATEX FREE 4INX10IN MEPILEX BORDER AG - 221.9|259.8|221.9|DRESSING FOAM ANTIMICROBIAL BORDER SELF ADHERENT WATERPROOF SILVER LATEX FREE ST|ITM-443502 - DRESSING FOAM ANTIMICROBIAL EXUDING WOUND SELF ADHERENT WATERPROOF STERILE LATEX FREE 4INX10IN MEPILEX BORDER AG
14882377|C100 UMass Memorial Medical Center, Inc.|Supplier Invoice: SINV-421932|10/4/2024|63.78|10/4/2024|PO-183463||||0.0|FREIGHT|0.0|Medline Industries Inc|2767|8400:Non Medical and Surgical Supplies|Freight Expense|10020 - 2340 Emergency Room|CC100202340|Paid|10/28/2024|Yes|1054775.0|0|0|Approved|Supplier Invoice: SINV-421932  - 63.78|420.03|63.78|Freight|freight
14882401|C100 UMass Memorial Medical Center, Inc.|Supplier Invoice: SINV-421958|10/4/2024|18.31|10/4/2024|PO-183726||||0.0|FREIGHT|0.0|Medline Industries Inc|2767|8400:Non Medical and Surgical Supplies|Freight Expense|10030 - 6144 General Stores|CC100306144|Paid|10/28/2024|Yes|1054775.0|0|0|Approved|Supplier Invoice: SINV-421958  - 18.31|18.31|18.31|Freight|freight
14882407|C100 UMass Memorial Medical Center, Inc.|Supplier Invoice: SINV-421962|10/4/2024|28.94|10/4/2024|PO-184997||||0.0|FREIGHT|0.0|Medline Industries Inc|2767|8400:Non Medical and Surgical Supplies|Freight Expense|10020 - 4160 Orthopedics Cln|CC100204160|Paid|10/28/2024|Yes|1054775.0|0|0|Approved|Supplier Invoice: SINV-421962  - 28.94|85.86|28.94|Freight|freight
14882412|C250 UMass Memorial Health - Harrington Hospital, Inc.|Supplier Invoice: SINV-421966|10/4/2024|24.34|10/4/2024|PO-185484||||0.0|FREIGHT|0.0|Medline Industries Inc|2767|8400:Non Medical and Surgical Supplies|Freight Expense|25082 - 3880 Physical Therapy|CC250823880|Paid|10/28/2024|Yes|1054775.0|0|0|Approved|Supplier Invoice: SINV-421966  - 24.34|209.8|24.34|Freight|freight
14882421|C100 UMass Memorial Medical Center, Inc.|Supplier Invoice: SINV-421975|10/4/2024|19.72|10/4/2024|PO-184997||||0.0|FREIGHT|0.0|Medline Industries Inc|2767|8400:Non Medical and Surgical Supplies|Freight Expense|10020 - 4160 Orthopedics Cln|CC100204160|Paid|10/28/2024|Yes|1054775.0|0|0|Approved|Supplier Invoice: SINV-421975  - 19.72|70.92|19.72|Freight|freight
14882432|C340 UMass Memorial Medical Group, Inc.|Supplier Invoice: SINV-421981|10/4/2024|17.59|10/4/2024|PO-184754|PO-184754 - Line 6|ITM-422705 - PAD PREP ALCOHOL 2 PLY STERILE LARGE|Case|1.0|ITM-422705 - PAD PREP ALCOHOL 2 PLY STERILE LARGE|17.59|Medline Industries Inc|2767|8300:Medical and Surgical supplies|Medical Surgical Supplies|34000 - 3203 So County Pediatrics Ctr|CC340003203|Paid|10/28/2024|Yes|1054775.0|0|0|Approved|Supplier Invoice: SINV-421981 - ITM-422705 - PAD PREP ALCOHOL 2 PLY STERILE LARGE - 17.59|1443.22|17.59|PAD,PREP,ALCOHOL,LARGE,2-PLY,STERILE|ITM-422705 - PAD PREP ALCOHOL 2 PLY STERILE LARGE
14882482|C100 UMass Memorial Medical Center, Inc.|Supplier Invoice: SINV-422005|10/4/2024|688.47|10/4/2024|PO-184736|PO-184736 - Line 6|ITM-429806 - PACK KIDNEY TRANSPLANT|Case|1.0|ITM-429806 - PACK KIDNEY TRANSPLANT|688.47|Medline Industries Inc|2767|8300:Medical and Surgical supplies|Medical Surgical Supplies|10020 - 2110 Operating Room|CC100202110|Paid|10/28/2024|Yes|1054775.0|0|0|Approved|Supplier Invoice: SINV-422005 - ITM-429806 - PACK KIDNEY TRANSPLANT - 688.47|5656.28|688.47|PACK, KIDNEY TRANSPLANT CUSTOM RFID|ITM-429806 - PACK KIDNEY TRANSPLANT
14882485|C250 UMass Memorial Health - Harrington Hospital, Inc.|Supplier Invoice: SINV-422006|10/4/2024|12.17|10/4/2024|PO-180046||||0.0|FREIGHT|0.0|Medline Industries Inc|2767|8400:Non Medical and Surgical Supplies|Freight Expense|25082 - 0113 Co Occuring Disorders Unit Web|CC250820113|Paid|10/28/2024|Yes|1054775.0|0|0|Approved|Supplier Invoice: SINV-422006  - 12.17|84.67|12.17|Freight|freight
14882526|C340 UMass Memorial Medical Group, Inc.|Supplier Invoice: SINV-422036|10/4/2024|74.0|10/4/2024|PO-182712|PO-182712 - Line 1|ITM-409952 - CONTAINER SHARPS 5.4QT|Case|1.0|ITM-409952 - CONTAINER SHARPS 5.4QT|74.0|Medline Industries Inc|2767|8300:Medical and Surgical supplies|Medical Surgical Supplies|34000 - 3074 Lincoln Street PC|CC340003074|Paid|10/28/2024|Yes|1054775.0|0|0|Approved|Supplier Invoice: SINV-422036 - ITM-409952 - CONTAINER SHARPS 5.4QT - 74|74.0|74.0|CONTAINER, SHARPS, 5.4QT, RED, WALL MOUN|ITM-409952 - CONTAINER SHARPS 5.4QT
14882529|C100 UMass Memorial Medical Center, Inc.|Supplier Invoice: SINV-422038|10/4/2024|21.82|10/4/2024|PO-185173||||0.0|FREIGHT|0.0|Medline Industries Inc|2767|8400:Non Medical and Surgical Supplies|Freight Expense|10030 - 6144 General Stores|CC100306144|Paid|10/28/2024|Yes|1054775.0|0|0|Approved|Supplier Invoice: SINV-422038  - 21.82|21.82|21.82|Freight|freight
14882536|C100 UMass Memorial Medical Center, Inc.|Supplier Invoice: SINV-422043|10/4/2024|18.34|10/4/2024|PO-181249||||0.0|FREIGHT|0.0|Medline Industries Inc|2767|8400:Non Medical and Surgical Supplies|Freight Expense|10030 - 6144 General Stores|CC100306144|Paid|10/28/2024|Yes|1054775.0|0|0|Approved|Supplier Invoice: SINV-422043  - 18.34|18.34|18.34|Freight|freight
14882615|C100 UMass Memorial Medical Center, Inc.|Supplier Invoice: SINV-422101|10/4/2024|269.85|10/4/2024|PO-183579|PO-183579 - Line 1|ITM-425000 - DRESSING WOUND POST OP BORDER 4INX8IN MEPILEX AG|Box|3.0|ITM-425000 - DRESSING WOUND POST OP BORDER 4INX8IN MEPILEX AG|89.95|Medline Industries Inc|2767|8300:Medical and Surgical supplies|Medical Surgical Supplies|10010 - 4260 Barre Health Center|CC100104260|Paid|10/28/2024|Yes|1054775.0|0|0|Approved|Supplier Invoice: SINV-422101 - ITM-425000 - DRESSING WOUND POST OP BORDER 4INX8IN MEPILEX AG - 269.85|269.85|269.85|DRESSING,BORDER,MEPILEX,POST OP,AG,4|ITM-425000 - DRESSING WOUND POST OP BORDER 4INX8IN MEPILEX AG
14882646|C100 UMass Memorial Medical Center, Inc.|Supplier Invoice: SINV-422116|10/4/2024|26.8|10/4/2024|PO-182011||||0.0|FREIGHT|0.0|Medline Industries Inc|2767|8400:Non Medical and Surgical Supplies|Freight Expense|10020 - 2340 Emergency Room|CC100202340|Paid|10/28/2024|Yes|1054775.0|0|0|Approved|Supplier Invoice: SINV-422116  - 26.8|256.45|26.8|Freight|freight
14882721|C100 UMass Memorial Medical Center, Inc.|Supplier Invoice: SINV-422159|10/4/2024|82.14|10/4/2024|PO-185352||||0.0|FREIGHT|0.0|Medline Industries Inc|2767|8400:Non Medical and Surgical Supplies|Freight Expense|10020 - 2110 Operating Room|CC100202110|Paid|10/28/2024|Yes|1054775.0|0|0|Approved|Supplier Invoice: SINV-422159  - 82.14|3333.08|82.14|Freight|freight
14882762|C100 UMass Memorial Medical Center, Inc.|Supplier Invoice: SINV-422197|10/4/2024|23.53|10/4/2024|PO-182692||||0.0|FREIGHT|0.0|Medline Industries Inc|2767|8400:Non Medical and Surgical Supplies|Freight Expense|10020 - 3994 EKG|CC100203994|Paid|10/28/2024|Yes|1054775.0|0|0|Approved|Supplier Invoice: SINV-422197  - 23.53|299.53|23.53|Freight|freight
14882765|C100 UMass Memorial Medical Center, Inc.|Supplier Invoice: SINV-422200|10/4/2024|0.04|10/4/2024|PO-182140||||0.0|FREIGHT|0.0|Medline Industries Inc|2767|8400:Non Medical and Surgical Supplies|Freight Expense|10020 - 2110 Operating Room|CC100202110|Paid|10/28/2024|Yes|1054775.0|0|0|Approved|Supplier Invoice: SINV-422200  - 0.04|34.4|0.04|Freight|freight
14882767|C100 UMass Memorial Medical Center, Inc.|Supplier Invoice: SINV-422201|10/4/2024|17.98|10/4/2024|PO-184677||||0.0|FREIGHT|0.0|Medline Industries Inc|2767|8400:Non Medical and Surgical Supplies|Freight Expense|10030 - 6144 General Stores|CC100306144|Paid|10/28/2024|Yes|1054775.0|0|0|Approved|Supplier Invoice: SINV-422201  - 17.98|17.98|17.98|Freight|freight
14882790|C240 UMass Memorial HealthAlliance-Clinton Hospital, Inc.|Supplier Invoice: SINV-422218|10/4/2024|139.28|10/4/2024|PO-183812|PO-183812 - Line 1|ITM-449186 - DRESSING GAUZE XEROFORM 4INX3YD STERILE CURAD|Case|1.0|ITM-449186 - DRESSING GAUZE XEROFORM 4INX3YD STERILE CURAD|139.28|Medline Industries Inc|2767|8300:Medical and Surgical supplies|Medical Surgical Supplies|24050 - 4102 Urgent Care|CC240504102|Paid|10/28/2024|Yes|1054775.0|0|0|Approved|Supplier Invoice: SINV-422218 - ITM-449186 - DRESSING GAUZE XEROFORM 4INX3YD STERILE CURAD - 139.28|139.28|139.28|DRESSING GZ PETRO CURAD XEROFORM 4INX3YD|ITM-449186 - DRESSING GAUZE XEROFORM 4INX3YD STERILE CURAD
14882792|C240 UMass Memorial HealthAlliance-Clinton Hospital, Inc.|Supplier Invoice: SINV-422221|10/4/2024|64.66|10/4/2024|PO-184757|PO-184757 - Line 1||Case|2.0|[ Catalog: PRM088003 ] BANDAGE,COHESIVE,TAN,3X5YD,LF,NS|32.33|Medline Industries Inc|2767|8300:Medical and Surgical supplies|Lab Supplies|24050 - 3110 Lab Administration|CC240503110|Paid|10/28/2024|Yes|1054775.0|0|0|Approved|Supplier Invoice: SINV-422221  - 64.66|64.66|64.66|BANDAGE,COHESIVE,TAN,3X5YD,LF,NS|[ Catalog: PRM088003 ] BANDAGE,COHESIVE,TAN,3X5YD,LF,NS
14882809|C100 UMass Memorial Medical Center, Inc.|Supplier Invoice: SINV-422234|10/4/2024|20.36|10/4/2024|PO-181207||||0.0|FREIGHT|0.0|Medline Industries Inc|2767|8400:Non Medical and Surgical Supplies|Freight Expense|10030 - 6144 General Stores|CC100306144|Paid|11/13/2024|Yes|1104891.0|0|0|Approved|Supplier Invoice: SINV-422234  - 20.36|20.36|20.36|Freight|freight
14884409|C100 UMass Memorial Medical Center, Inc.|Supplier Invoice: SINV-423307|10/5/2024|376.98|10/5/2024|PO-185419|PO-185419 - Line 1|ITM-404730 - THERMOMETER ELECTRONIC ORAL PROBE 4IN SURETEMP PLUS 692|Each|2.0|ITM-404730 - THERMOMETER ELECTRONIC ORAL PROBE 4IN SURETEMP PLUS 692|188.49|Medline Industries Inc|2767|8300:Medical and Surgical supplies|Medical Surgical Supplies|10020 - 6614 Hospital At Home|CC100206614|Paid|10/28/2024|Yes|1054775.0|0|0|Approved|Supplier Invoice: SINV-423307 - ITM-404730 - THERMOMETER ELECTRONIC ORAL PROBE 4IN SURETEMP PLUS 692 - 376.98|376.98|376.98|THERMOMETERS, MEDICAL: SURETEMP PLUS 692 ELECTRONIC WITH ORAL PROBE & 4' PROBE C|ITM-404730 - THERMOMETER ELECTRONIC ORAL PROBE 4IN SURETEMP PLUS 692
14884435|C340 UMass Memorial Medical Group, Inc.|Supplier Invoice: SINV-423326|10/5/2024|7.89|10/5/2024|PO-185417|PO-185417 - Line 1|ITM-435874 - WIPE TOWELETTES SOAP CASTILE|Box|3.0|ITM-435874 - WIPE TOWELETTES SOAP CASTILE|2.63|Medline Industries Inc|2767|8300:Medical and Surgical supplies|Medical Surgical Supplies|34000 - 3036 Hahnemann Internal Medicine|CC340003036|Paid|10/28/2024|Yes|1054775.0|0|0|Approved|Supplier Invoice: SINV-423326 - ITM-435874 - WIPE TOWELETTES SOAP CASTILE - 7.89|150.53|7.89|TOWELETTE, CASTILE SOAP|ITM-435874 - WIPE TOWELETTES SOAP CASTILE
14884479|C100 UMass Memorial Medical Center, Inc.|Supplier Invoice: SINV-423366|10/5/2024|36.94|10/5/2024|PO-185231||||0.0|freight|0.0|Medline Industries Inc|2767|8400:Non Medical and Surgical Supplies|Freight Expense|10010 - 2552 Central Sterile Hahnemann|CC100102552|Paid|10/28/2024|Yes|1054775.0|0|0|Approved|Supplier Invoice: SINV-423366  - 36.94|121.62|36.94|Freight|freight
14884500|C100 UMass Memorial Medical Center, Inc.|Supplier Invoice: SINV-423381|10/5/2024|15.99|10/5/2024|PO-185479||||0.0|freight|0.0|Medline Industries Inc|2767|8400:Non Medical and Surgical Supplies|Freight Expense|10010 - 4094 Dermatology|CC100104094|Paid|10/28/2024|Yes|1054775.0|0|0|Approved|Supplier Invoice: SINV-423381  - 15.99|95.69|15.99|Freight|freight
14884501|C210 Marlborough Hospital|Supplier Invoice: SINV-423382|10/5/2024|16.67|10/5/2024|PO-185225||||0.0|freight|0.0|Medline Industries Inc|2767|8400:Non Medical and Surgical Supplies|Freight Expense|21000 - 2340 Emergency Room|CC210002340|Paid|10/28/2024|Yes|1054775.0|0|0|Approved|Supplier Invoice: SINV-423382  - 16.67|173.29|16.67|Freight|freight
14884759|C100 UMass Memorial Medical Center, Inc.|Supplier Invoice: SINV-423540|10/5/2024|32.59|10/5/2024|PO-181249||||0.0|freight|0.0|Medline Industries Inc|2767|8400:Non Medical and Surgical Supplies|Freight Expense|10030 - 6144 General Stores|CC100306144|Paid|11/13/2024|Yes|1104891.0|0|0|Approved|Supplier Invoice: SINV-423540  - 32.59|32.59|32.59|Freight|freight
14884760|C100 UMass Memorial Medical Center, Inc.|Supplier Invoice: SINV-423541|10/5/2024|62.96|10/5/2024|PO-185977|PO-185977 - Line 1||Each|4.0|[ Catalog: STSSA1503WHSM ] SUPPORTER ATHLETIC SM|15.74|Medline Industries Inc|2767|8300:Medical and Surgical supplies|Medical Surgical Supplies|10020 - 2110 Operating Room|CC100202110|Paid|10/28/2024|Yes|1054775.0|0|0|Approved|Supplier Invoice: SINV-423541  - 62.96|78.95|62.96|SUPPORTER ATHLETIC LARGE|[ Catalog: STSSA1503WHSM ] SUPPORTER ATHLETIC SM
14884761|C100 UMass Memorial Medical Center, Inc.|Supplier Invoice: SINV-423541|10/5/2024|15.99|10/5/2024|PO-185977||||0.0|freight|0.0|Medline Industries Inc|2767|8400:Non Medical and Surgical Supplies|Freight Expense|10020 - 2110 Operating Room|CC100202110|Paid|10/28/2024|Yes|1054775.0|0|0|Approved|Supplier Invoice: SINV-423541  - 15.99|78.95|15.99|Freight|freight
14884798|C100 UMass Memorial Medical Center, Inc.|Supplier Invoice: SINV-423569|10/5/2024|104.86|10/5/2024|PO-185336|PO-185336 - Line 6|ITM-434462 - PACK KNEE ARTHROSCOPY HAHNEMANN CUSTOM|Case|1.0|ITM-434462 - PACK KNEE ARTHROSCOPY HAHNEMANN CUSTOM|104.86|Medline Industries Inc|2767|8300:Medical and Surgical supplies|Medical Surgical Supplies|10010 - 2182 Surg Day Care Hahnemann|CC100102182|Paid|10/28/2024|Yes|1054775.0|0|0|Approved|Supplier Invoice: SINV-423569 - ITM-434462 - PACK KNEE ARTHROSCOPY HAHNEMANN CUSTOM - 104.86|3729.36|104.86|PACK, ARTHROSCOPY KNEE CUSTOM|ITM-434462 - PACK KNEE ARTHROSCOPY HAHNEMANN CUSTOM
14886755|C100 UMass Memorial Medical Center, Inc.|Supplier Invoice: SINV-424086|10/7/2024|28.94|10/7/2024|PO-185722||||0.0|freight|0.0|Medline Industries Inc|2767|8400:Non Medical and Surgical Supplies|Freight Expense|10010 - 2110 Operating Room|CC100102110|Paid|10/30/2024|Yes|1079177.0|0|0|Approved|Supplier Invoice: SINV-424086  - 28.94|243.65|28.94|Freight|freight
14886759|C210 Marlborough Hospital|Supplier Invoice: SINV-424091|10/7/2024|14.4|10/7/2024|PO-176858||||0.0|freight|0.0|Medline Industries Inc|2767|8400:Non Medical and Surgical Supplies|Freight Expense|21000 - 0634 Psych Inpatient|CC210000634|Paid|10/30/2024|Yes|1079177.0|0|0|Approved|Supplier Invoice: SINV-424091  - 14.4|49.4|14.4|Freight|freight
14886763|C250 UMass Memorial Health - Harrington Hospital, Inc.|Supplier Invoice: SINV-424096|10/7/2024|12.17|10/7/2024|PO-180878||||0.0|freight|0.0|Medline Industries Inc|2767|8400:Non Medical and Surgical Supplies|Freight Expense|25082 - 2340 Emergency Room|CC250822340|Paid|10/30/2024|Yes|1079177.0|0|0|Approved|Supplier Invoice: SINV-424096  - 12.17|160.96|12.17|Freight|freight
14886824|C210 Marlborough Hospital|Supplier Invoice: SINV-424141|10/7/2024|33.33|10/7/2024|PO-183453||||0.0|freight|0.0|Medline Industries Inc|2767|8400:Non Medical and Surgical Supplies|Freight Expense|21000 - 2110 Operating Room|CC210002110|Paid|10/30/2024|Yes|1079177.0|0|0|Approved|Supplier Invoice: SINV-424141  - 33.33|199.59|33.33|Freight|freight
14886834|C100 UMass Memorial Medical Center, Inc.|Supplier Invoice: SINV-424146|10/7/2024|1376.94|10/7/2024|PO-185730|PO-185730 - Line 1|ITM-429806 - PACK KIDNEY TRANSPLANT|Case|2.0|ITM-429806 - PACK KIDNEY TRANSPLANT|688.47|Medline Industries Inc|2767|8300:Medical and Surgical supplies|Medical Surgical Supplies|10020 - 2110 Operating Room|CC100202110|Paid|10/30/2024|Yes|1079177.0|0|0|Approved|Supplier Invoice: SINV-424146 - ITM-429806 - PACK KIDNEY TRANSPLANT - 1376.94|6432.14|1376.94|PACK, KIDNEY TRANSPLANT CUSTOM RFID|ITM-429806 - PACK KIDNEY TRANSPLANT
14886842|C100 UMass Memorial Medical Center, Inc.|Supplier Invoice: SINV-424151|10/7/2024|179.9|10/7/2024|PO-185557|PO-185557 - Line 3|ITM-425000 - DRESSING WOUND POST OP BORDER 4INX8IN MEPILEX AG|Box|2.0|ITM-425000 - DRESSING WOUND POST OP BORDER 4INX8IN MEPILEX AG|89.95|Medline Industries Inc|2767|8300:Medical and Surgical supplies|Medical Surgical Supplies|10010 - 4120 Plastic Cosmetic Clinic Hahn|CC100104120|Paid|10/30/2024|Yes|1079177.0|0|0|Approved|Supplier Invoice: SINV-424151 - ITM-425000 - DRESSING WOUND POST OP BORDER 4INX8IN MEPILEX AG - 179.9|179.9|179.9|DRESSING,BORDER,MEPILEX,POST OP,AG,4|ITM-425000 - DRESSING WOUND POST OP BORDER 4INX8IN MEPILEX AG
14886843|C100 UMass Memorial Medical Center, Inc.|Supplier Invoice: SINV-424152|10/7/2024|159.94|10/7/2024|PO-185985|PO-185985 - Line 1|ITM-427589 - ALCOHOL ISOPROPYL 70PERCENT 1GALLON|Case|2.0|ITM-427589 - ALCOHOL ISOPROPYL 70PERCENT 1GALLON|79.97|Medline Industries Inc|2767|8300:Medical and Surgical supplies|IV Solutions and Supplies|10020 - 2550 Central Sterile Supplies|CC100202550|Paid|10/30/2024|Yes|1079177.0|0|0|Approved|Supplier Invoice: SINV-424152 - ITM-427589 - ALCOHOL ISOPROPYL 70PERCENT 1GALLON - 159.94|159.94|159.94|ALCOHOL,RUBBING,70PERCENT ISOPROPYL,|ITM-427589 - ALCOHOL ISOPROPYL 70PERCENT 1GALLON
14886856|C100 UMass Memorial Medical Center, Inc.|Supplier Invoice: SINV-424168|10/7/2024|25.42|10/7/2024|PO-181207||||0.0|freight|0.0|Medline Industries Inc|2767|8400:Non Medical and Surgical Supplies|Freight Expense|10030 - 6144 General Stores|CC100306144|Paid|11/13/2024|Yes|1104891.0|0|0|Approved|Supplier Invoice: SINV-424168  - 25.42|25.42|25.42|Freight|freight
14886861|C240 UMass Memorial HealthAlliance-Clinton Hospital, Inc.|Supplier Invoice: SINV-424173|10/7/2024|23.46|10/7/2024|PO-185941|PO-185941 - Line 3|ITM-413260 - BANDAGE ADHESIVE FABRIC STERILE 1INX3IN CURAD|Case|1.0|ITM-413260 - BANDAGE ADHESIVE FABRIC STERILE 1INX3IN CURAD|23.46|Medline Industries Inc|2767|8300:Medical and Surgical supplies|Medical Surgical Supplies|24050 - 3700 Nuclear Medicine|CC240503700|Paid|10/30/2024|Yes|1079177.0|0|0|Approved|Supplier Invoice: SINV-424173 - ITM-413260 - BANDAGE ADHESIVE FABRIC STERILE 1INX3IN CURAD - 23.46|55.65|23.46|BANDAGE ADHESIVE FABRIC LATEX FREE CURAD BLUE 1X3IN|ITM-413260 - BANDAGE ADHESIVE FABRIC STERILE 1INX3IN CURAD
14886863|C210 Marlborough Hospital|Supplier Invoice: SINV-424184|10/7/2024|15.01|10/7/2024|PO-183944||||0.0|freight|0.0|Medline Industries Inc|2767|8400:Non Medical and Surgical Supplies|Freight Expense|21000 - 2116 Endoscopy Suite|CC210002116|Paid|10/30/2024|Yes|1079177.0|0|0|Approved|Supplier Invoice: SINV-424184  - 15.01|49.01|15.01|Freight|freight
14886868|C100 UMass Memorial Medical Center, Inc.|Supplier Invoice: SINV-424188|10/7/2024|194.7|10/7/2024|PO-185722|PO-185722 - Line 1|ITM-435457 - TRAY CATHTER FOLEY URINE METER SILICONE 16FR SURESTEP|Case|1.0|ITM-435457 - TRAY CATHTER FOLEY URINE METER SILICONE 16FR SURESTEP|194.7|Medline Industries Inc|2767|8300:Medical and Surgical supplies|Medical Surgical Supplies|10010 - 2110 Operating Room|CC100102110|Paid|10/30/2024|Yes|1079177.0|0|0|Approved|Supplier Invoice: SINV-424188 - ITM-435457 - TRAY CATHTER FOLEY URINE METER SILICONE 16FR SURESTEP - 194.7|283.92|194.7|TRAY,SURESTEP,URINE,METER,SILICONE|ITM-435457 - TRAY CATHTER FOLEY URINE METER SILICONE 16FR SURESTEP
14886871|C100 UMass Memorial Medical Center, Inc.|Supplier Invoice: SINV-424190|10/7/2024|22.6|10/7/2024|PO-185688||||0.0|freight|0.0|Medline Industries Inc|2767|8400:Non Medical and Surgical Supplies|Freight Expense|10030 - 6144 General Stores|CC100306144|Paid|10/30/2024|Yes|1079177.0|0|0|Approved|Supplier Invoice: SINV-424190  - 22.6|22.6|22.6|Freight|freight
14889281|C100 UMass Memorial Medical Center, Inc.|Supplier Invoice: SINV-425359|10/8/2024|19.56|10/8/2024|PO-181207||||0.0|freight|0.0|Medline Industries Inc|2767|8400:Non Medical and Surgical Supplies|Freight Expense|10030 - 6144 General Stores|CC100306144|Paid|11/13/2024|Yes|1104891.0|0|0|Approved|Supplier Invoice: SINV-425359  - 19.56|19.56|19.56|Freight|freight
14889288|C340 UMass Memorial Medical Group, Inc.|Supplier Invoice: SINV-425365|10/8/2024|20.36|10/8/2024|PO-186176||||0.0|freight|0.0|Medline Industries Inc|2767|8400:Non Medical and Surgical Supplies|Freight Expense|34000 - 2250 Surgery 67 Belmont|CC340002250|Paid|11/1/2024|Yes|1079363.0|0|0|Approved|Supplier Invoice: SINV-425365  - 20.36|23.19|20.36|Freight|freight
14889289|C340 UMass Memorial Medical Group, Inc.|Supplier Invoice: SINV-425365|10/8/2024|2.83|10/8/2024|PO-186176|PO-186176 - Line 4||Each|1.0|[ Catalog: PTX101858060H ] CANNULA,INNER,BLUE LINE ULTRA,F/SZ 6|2.83|Medline Industries Inc|2767|8300:Medical and Surgical supplies|Medical Surgical Supplies|34000 - 2250 Surgery 67 Belmont|CC340002250|Paid|11/1/2024|Yes|1079363.0|0|0|Approved|Supplier Invoice: SINV-425365  - 2.83|23.19|2.83|CANNULA,INNER,BLUE LINE ULTRA,F/SZ 6|[ Catalog: PTX101858060H ] CANNULA,INNER,BLUE LINE ULTRA,F/SZ 6
